NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2932163;2024;;;;;;;;;3548500;Santos;35;SP;1;1;1;1;1421;1386;1397;1409;509.2;564.2;568.9;673.9;DBBEDCEADBBBDCBDBDAEBDBBBBBBBBBDDDDDBCACBEDEB;ACDCACEEBBAECCAADBCDBCBDACDAB.CCCCCCEBEBBDECB;DDDEBBBEDADEEADEBDBBDAAABAEADDCDCBDEDDAECBECA;CDBDBBDDBBDAABDABBDADBCACBECBBBABADCBABDEBBCE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;200;120;180;180;820
1918166;2024;;;;;;;;;2600054;Abreu e Lima;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3768734;2024;;;;;;;;;5102504;Cáceres;51;MT;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1799651;2024;;;;;;;;;3136702;Juiz de Fora;31;MG;1;1;1;1;1419;1385;1398;1407;550.3;589.7;597.4;594.7;BACBDBEBDDABCCCEECADCCCCEAEDBBEADDBADECCDDADE;CCEDBCDAEBACEDACEEEABACADEBDDBBCEABECBBBCDBCD;EAAAEDBCBDEECECBECCDADEEBCBEADDECBBDADBDDDECB;DCEACCEDDBAABBADACCDACBBDABEBACCACACEADBBBECC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;120;80;560
2054257;2024;;;;;;;;;3118601;Contagem;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1422858;2024;;;;;;;;;2611606;Recife;26;PE;1;1;1;1;1420;1383;1395;1408;467.9;364.3;515.8;403.7;EDDBADCBCBCACDDBCDAC*ACDBDACBEACABBCEAADEBDBA;BDBAEBDBECAE.BECCEACAEAEBDADAECBDAACACADBDBAC;ABADEECBEDCDDDACECEBADCBBBCDCBAEDADDCADDCDAEA;DBBCDADBDBADABBCACEBABECBEB.ADBBADAEACABEADAC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;120;0;480
2901086;2024;;;;;;;;;2512101;Pombal;25;PB;1;1;1;1;1421;1386;1397;1409;539.8;535.4;593.1;431.4;DBBDAEDBABCDACDCDDECDCACDBCCBADACBBDCCBDCEDEB;ACDAACBCCBAECBDAACDDDCCCDEDCBCDAACEDEDEDDCBDA;AACEABBCDADEEBDABDABDBAABACEDBADCBDEDDAECBECD;AEAABACEACDBDCBBEBCDCBABBDDEDCAEACDBAEBCEADCE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;120;160;700
218063;2024;12004197;1200302;Feijó;12;AC;2;1;1;1200302;Feijó;12;AC;1;1;1;1;1420;1383;1395;1408;398.6;426.3;469.9;412.7;CEEBECAEADCDBCACCADCEACDCCEBDBABACEBAEAEBBEBA;AEABECACEDBACCCBCDECDDACCEAEABAABEBDDDCCBDBEC;AACDAECDEAECACDEABDCAABCDCDEBCDDDDEDCDEEDDADB;DADCCCDDADDECABAEBBB*CECDEEBCDBCDBDBEECDBCBDE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;140;120;100;180;640
2453241;2024;52063887;5220603;Silvânia;52;GO;4;1;1;5220603;Silvânia;52;GO;1;1;1;1;1419;1385;1398;1407;482.1;502.3;475.6;575;DECCDAAAAADDEDECECCDABABDAECAAAADCABDDBBBCAEA;CAEDEBDCBCBCAEABEADBCDAACADDCDBCEAAAEDEBBADAD;BBAAECBCBDAECAADDDECADAEABBCCDCCDACDADDAEEACE;ADBAECBBCEEEBBBEAECEBCBDDDBBBBCBBAAACCDBCEEEE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;180;120;160;160;740
845745;2024;;;;;;;;;2600054;Abreu e Lima;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3974203;2024;;;;;;;;;2914505;Irará;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4078642;2024;;;;;;;;;3525706;José Bonifácio;35;SP;1;1;1;1;1419;1385;1398;1407;501.7;561.7;586.1;413.7;BCACDCBEBABECDABACDDADECAABDDCBBEDAEEDCDAACDB;CAEDBDDCCACCEBCCEEEADDAADBCDEBBECABECABECEBAB;BDCDABDCBDEECCBBDDBBADEEBCBEDDDDDBBEADCDDBECB;DDCBCCACEACABEDCDACEADDAECCEDBBDEBACCEDBADDBC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;40;40;80;40;280
3982034;2024;;;;;;;;;2801306;Capela;28;SE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3906683;2024;;;;;;;;;4316907;Santa Maria;43;RS;1;1;1;1;1419;1385;1398;1407;534.7;647;620.7;494;BCEDCBCEDDDACEDABBCDABCDDDCDDDCCACEEDDCBCDCDE;AAEDBABBEBCCEBACBAEACBCADEDDEBBEEECECEAECDDBD;EBABCDDCBDEECDCBEACDADEEBCBECADBCECDBDDDDCECB;CEDDBCCDBDEDACCCEDADBCADCECBDACDABECDEEBCDDAD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;180;140;180;200;860
3892171;2024;;;;;;;;;2910800;Feira de Santana;29;BA;1;1;1;1;1421;1386;1397;1409;454.3;570.3;542.3;384.5;DDDDDDDDDDDDCCDCCCCCCCAAAAAAAAABBBBBBBBBBEEEE;ABCCADEECEAECEDADBDDBCBCAAECACBEAADCABEABDEAB;CAADACBECACEEEDDBDABDECADBCCDDBDBAEEDBCECBDCC;EEEEEEEECCCCCCCCCCACAAAAAAAAAABBBBBBBDDDDDDDD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;120;120;100;560
2566336;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1543280;2024;52068749;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;1;1;1;1;1420;1383;1395;1408;594.8;584.9;555.5;615.9;ECEEAACEEAEDBBBAAEDEADACADEEBCEBEAECBEDEBBDAC;CCDECDBEABCDDEBDBBCDBAECEDACEAEAEBADAEBDDADEC;ABAEDECBECADDEBDEDDCEBDDDBDACEBDDBDBDCEDADCEA;EEBBCDEEADABCEBDEBCCBDCBCDDDADCCEDCADADDDDBCE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;180;120;140;180;760
4217313;2024;;;;;;;;;4307906;Farroupilha;43;RS;0;1;1;0;;1384;1396;;;409;513.8;;;CDBDBCEDEBADECBBECCBECBBDEACCBECCAACDCBBCDCCC;ACACEBADECBEDACEDACCADBCBDBBCBBCEBDCBCEECCCBA;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;100;120;100;100;60;480
149307;2024;;;;;;;;;3301009;Campos dos Goytacazes;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3429201;2024;;;;;;;;;3111200;Campo Belo;31;MG;1;1;1;1;1422;1384;1396;1410;491.5;473.2;492.7;395.2;BBBCECABEBDEAEDBDACBCADCDACDBEBAADADBEADAEEDC;AEDCECDAEBDBEADCCCCAEABACABCDEAAAACCCDDABDAAA;ACACDBAAECBADDEDBADEAEBDDADCABADABCEECDEDEBAB;AECDDDEDAEDCAAEACCCDCEADCEDDACDDEBBBDBBBBCCAE;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;120;120;620
4065701;2024;;;;;;;;;4314902;Porto Alegre;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1954867;2024;21090262;2105427;Itinga do Maranhão;21;MA;2;1;1;2105427;Itinga do Maranhão;21;MA;1;1;1;1;1422;1384;1396;1410;434.6;333.3;406.8;433.7;BDBBDCCAEBDEBECBDEDBBADBCBAABDBDDCCACDDCCBCED;DBDBBBDBCBDBAEBBCEDCCEABBCBCBADCEBDDBCDBBDCBB;ACACEADDDCEBDDCBDBADEADBBCCAECEBCADCDABBCCECA;DEDCBBCDCAADBDBDCBADBDECACBDBCEBBCBACCCDDACBB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;40;40;80;0;240
3735451;2024;;;;;;;;;1507201;São Domingos do Capim;15;PA;1;1;1;1;1419;1385;1398;1407;412.8;525.5;572;464;ABEBDCDCADCBCDCEBECDEBACECCAADEBEAAAAAADBADCE;EABDBCDBDACCBAADBADEABEADBBBADBEEAADDAAECBDED;DDCCACDCBDEECBCBDAADAAEEBCBEAAABDDBDADEDCAECD;DBCACDDBABEACCEBAADBBBEBBBECDBCCDCADEBDAACDBB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;160;120;80;0;440
346942;2024;;;;;;;;;3143302;Montes Claros;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1512956;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1421;1386;1397;1409;462.2;507.4;511.9;533.2;DDACBBECBEDACCEAABCDCBABCEEABBDBEBCEAEADDECAA;EAEDAEEACBEACACAAACABCBEBADBDCCEAAEABDECDBECA;AACEAEBECDCCEADBDDABDAEDCECBABDCBACECCAECBDBE;CEABEDDDADEBADDACBBAAEBDACBECACEEBCBEABBEEBAB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;100;120;120;560
2833323;2024;33017000;3300951;Comendador Levy Gasparian;33;RJ;2;1;1;3306008;Três Rios;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1007744;2024;33042519;3305802;Teresópolis;33;RJ;2;1;1;3305802;Teresópolis;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3487159;2024;41024206;4115200;Maringá;41;PR;2;1;1;4115200;Maringá;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3325504;2024;;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;1421;1386;1397;1409;623.2;569.4;566.9;815.8;DADDDEABAAEEACBDEEBDACCEBBAEDBBAEBDEDDABDEAED;ACCAADEEBAAECEAACCBDBDACDCDAEADBADDAEBEBDCECB;AACEACBEDADDEADBCDAECABBADEDCBCBCBEEDCCECBECD;CCBCEADDBCEAADDABECBBCCDCCECDDBACBDCCABEDABCB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;200;140;140;180;820
927729;2024;29275474;2925006;Planalto;29;BA;2;1;1;2933307;Vitória da Conquista;29;BA;1;1;1;1;1421;1386;1397;1409;417.5;529.3;539.9;433.2;DECCDBDABADDADCCBDCBCDEABCCBCABBBBDACEDCEBBAB;AAACADCAABAACBAAAAADABCEADDABCDBACCEBDCCBBACB;DACACEBEAABCEBEADDABDEABAADEBBCDCBEEDDDECBEDC;ABAABAEEAABBEBADBBCCBDCABAAABBCADCBEBBBCADACA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;80;120;560
2304013;2024;;;;;;;;;3306008;Três Rios;33;RJ;1;1;1;1;1421;1386;1397;1409;558.3;458.4;510.8;433.4;AAEDEBECACACECBDEBDCBACCDBCEBEBACADDEECEDECEE;ACDDCBCDBCDEDCDAAEDACACBEBCEBEDEAAAADBEEBCBCB;DACCACBCEADEEAAEBDEBCADAEAEEDEADCBBEBEACECEED;BACDCDCECDDBCBAABCECBCDDADDECBAECDCACCCBCCEBE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;180;140;180;160;800
2434966;2024;35462342;3519071;Hortolândia;35;SP;2;1;1;3519071;Hortolândia;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
257880;2024;35046292;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1421;1386;1397;1409;460.8;581.3;570.4;494.3;AEBCEDDCCCCEAABADBECADBCAEDEDCEEBBACECCBDDBED;BDCAACEECDBECEAAABADBDBEDADAECDCAACEEDEBDAECB;BACDACBEDADCEBDBDDBBDCBDEDBCADCBABCEDDCECDECB;DCAABDBDCABDCEAADECBBDEBCDEBCAEECBACEABDCCBDB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;140;120;680
603;2024;;;;;;;;;2806701;São Cristóvão;28;SE;1;1;1;1;1419;1385;1398;1407;422.5;506.2;543.4;445.6;BAEADDBACECBECEEEDDBCCCEBBDAAABCBBEADCEBBCBCD;CBCEACDBBAEDEAAACAEEABAADEEBCEDDAABEAACECEEAB;EDDDCBDCADEECADBDEECADEEECDDBADBCCBDBBEDCBECE;ACBADDCBACECAEDDEAEADEACBBDAECCBCADCDAEBCEBDE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;140;140;140;740
1937077;2024;42001080;4205407;Florianópolis;42;SC;2;1;1;4205407;Florianópolis;42;SC;1;1;1;1;1419;1385;1398;1407;586.7;581;608;569.4;ECBBEDDDACBACEDDEABDDBBCEBCACABAAECADEBBECDED;CBEDBBDBEBECEDABBAEECEDCCEADCEACCABDCEBDCDBAD;CAAACCDCADEECCBCDDEDADEEBCBEADDBDADDBDDDDCECB;ACBACEBDDDABACBCBACEAEEBBADCDEDDDEDEDEBCCEEDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;180;120;160;120;740
841745;2024;15043789;1501501;Benevides;15;PA;2;1;1;1501501;Benevides;15;PA;1;1;1;1;1422;1384;1396;1410;421.3;349.5;451.5;479.2;CCEEAEBAECBDBAECAAEABAADADCECEDADAADCECEDDAAC;ABEEEEACADBDABECEEBBBBDDDEAAACEEEBAEEDCBAAACC;EAEDEEADDCEEEBCDBECCCABEBDBEDCAECECBDCDDDDDCC;CBDECCEDBEA.CAAAAECACCDABDCEBDEAEEEBCADCEDBBD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;6;0;0;0;0;0;0
2234903;2024;;;;;;;;;3303609;Paracambi;33;RJ;1;1;1;1;1420;1383;1395;1408;527.1;564.9;573.9;642.1;DBEBABEEAEEBDBDEBBDEDECCADAEECDDADEDEADDBBDDB;ABCABCAECCCDBDBDDBCEDAECEDADEEEAACADAEBADABCC;CBDDCECEECEDDCAEEDBCAAEACBDCADAEDDCACBEDABEEB;EEDCADAECCDADEDBCACBBECBCBABADACCADDBAAADBBEA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;140;140;200;720
347063;2024;;;;;;;;;3518800;Guarulhos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
810441;2024;;;;;;;;;4203600;Campos Novos;42;SC;1;1;1;1;1420;1383;1395;1408;572.3;613.8;565.6;548.3;ECCDEECEAEDBBABDBBCDEDCCACDBBABBCBAADEDEEBDDB;AACEBEBEDCCDBEBBDECCDAECEBADDAEAEEADEEBADADBC;CAAAEECBECCDDCBCEDABEDCCBBDBACECDBDACCBCBAEEB;CADBDCAEABADCACCAECDBABEBADADCABCBBAADBDCCBDE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;120;120;0;460
1671146;2024;;;;;;;;;2929503;São Sebastião do Passé;29;BA;1;1;1;1;1421;1386;1397;1409;404.9;531.8;493.8;386.8;DDACEDBDCEBEEEDCBDBCDDDDCCEECEDDABBBCBBAEDADC;BBCEADECEBEDCCCADBCDBCBEDEBAECDADECBCDABDCECB;BAACEABADAADDBDBBEABCDCABACAABCECECDEDDECAECD;BBABCECCDACBCECEBEBEACECDBDDCDBEDDBDEECBCABAE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;160;140;140;780
3931816;2024;;;;;;;;;3137601;Lagoa Santa;31;MG;1;1;1;1;1422;1384;1396;1410;572.8;622.4;616.2;634.3;DDCBECBDEBBCAEBCBEADDAACAABBCDBBDCCECBCBCDBAB;BADBACDCECEEEEDBEBCEBDDEDCDADDEEEABDAECAECEDA;AACEADADECBBDBEEBDBBACAEDDEACCBDEBDABDEECADDC;CBDACCDCEBECBEAADDBECCBBBAEDDCDCBBEBCDABCECDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;200;200;920
3095181;2024;;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1419;1385;1398;1407;414.5;541.8;570.3;406.4;ACDECBEEDCBEDDBEDAEEE*EABDDECABBCACAEBDACDEDB;CABEBCD.EBBCEDACDEEABEDADEEAEEDCDAAABBBBBEAAB;AAAAADDABDEECEEADDEDBDEEBABCBAAAAABDBADDDBECB;CABBCCBCCBCCCCDDEBADEBADBDADAEAACCCCCEEEEEEEE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;120;160;680
2482749;2024;;;;;;;;;2607901;Jaboatão dos Guararapes;26;PE;1;1;1;1;1421;1386;1397;1409;573.9;628.7;605.8;675.9;DCACCEAAABCDBCECEDEDDCCBDDABDCBAEABECEAECECCD;ACDDADDBBEAEAEDADBBDBEBEDEDBBCDEAECABBEEBCECE;EAACDCBECADEDBDBDDBBCAACBDCCDDDDBBDEDDCACBECB;CABABAACBBEACBDABBAEBECBDEEBCBBADDDDADCCDAACE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;120;600
483852;2024;;;;;;;;;2109908;Santa Inês;21;MA;1;1;1;1;1422;1384;1396;1410;371.7;441.3;523.2;459.6;ACDEECACABDEABEECDACBEAEBBBDADCCBACDDAECDACDA;AABAEBAAEDABAEEEBACEBAAACDCBBAAEACCAADAABCDBA;BBDEEDAEECBBDEBEBDBDECBCCDBCAAAAEBCDBABEDADDC;CDBECEAEBCBCDBADAEBBCABDCBDCDADCDAEDEBDADCCDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;80;80;80;460
611126;2024;;;;;;;;;3507506;Botucatu;35;SP;1;1;1;1;1421;1386;1397;1409;430.8;426;522.9;594.3;DEABCDBBDCBEECABBBDDDCDCCDEAADBBDCAEBBEDAEEBC;AADCAAECEDBEAACDBBEACDBECADDCCCBADEBBDACEBAEA;ACDEECAEBAAEDBDDADDBDACACEEDCBCBBBDEADAECBECE;C.ACCADBBEECCDDACEECBEECABEBABCEDBBADCBCEBCBE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;160;140;160;140;740
3168934;2024;41033515;4122404;Rolândia;41;PR;4;1;1;4122404;Rolândia;41;PR;1;1;1;1;1422;1384;1396;1410;569.1;567.5;534.4;464.9;ACCADCEAEADEACDBBECEDEDBCABBDEDBBECBDBCDCAEDD;BADCDCECDCBEEABBCDDDCDDACECADAEEAAEEADCDECEBA;DCDDBCACECDDDAEEDEEDACAEDDDCDBAAEBCACAAECABBA;BABCCBADCEBACBBACEECDCDCDABECAADBAEDACBBCCCAD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;100;120;160;600
